seq_id	L_seq	cov_hmm	bin
UniRef90_A0A8F2W3P4	1140	0.9634	PASS_LONG
UniRef90_A0A166US22	1117	0.9831	PASS_LONG
UniRef90_UPI002540DD2B	1089	0.9887	PASS_LONG
UniRef90_A0A9P8T4T7	1057	0.9887	PASS_LONG
UniRef90_A0A0D9NYF3	1051	0.9859	PASS_LONG
UniRef90_A0A0G4KVV8	1046	0.9944	PASS_LONG
UniRef90_A0A9W8L8S0	1031	0.9859	PASS_LONG
UniRef90_A0A0F8BRN2	1016	0.9859	PASS_LONG
UniRef90_K1WW88	1014	0.9859	PASS_LONG
UniRef90_A0A9P7ZZV7	1000	0.6028	FRAG
UniRef90_A0AAD2HSA9	994	0.9014	PASS_LONG
UniRef90_A0A9Q5I2C3	981	0.9831	PASS_LONG
UniRef90_A0A9W8GML3	980	0.9859	PASS_LONG
UniRef90_A0A9W8G4C8	978	0.9859	PASS_LONG
UniRef90_A0ACC1T8S3	960	0.9803	PASS_LONG
UniRef90_A0A8J6C9D5	946	0.8761	PASS_LONG
UniRef90_A0ABP0NZ29	935	0.9634	PASS_LONG
UniRef90_A0AAD6NHK9	926	0.9577	PASS_LONG
UniRef90_A0A7S3YL75	926	0.9831	PASS_LONG
UniRef90_A0ABN9TJ02	916	0.4085	FRAG
UniRef90_A0A261XXV2	904	0.8789	PASS_LONG
UniRef90_A0A0G4KEL8	903	0.7070	PASS_LONG
UniRef90_A0A9P6RR32	893	0.9859	PASS_LONG
UniRef90_A0A0P1BF49	883	0.9775	PASS_LONG
UniRef90_A0A9P8MJC6	845	0.9803	PASS_LONG
UniRef90_A0ACC1T4S2	839	0.9465	PASS_LONG
UniRef90_A0A2P4ZUV1	837	0.9746	PASS_LONG
UniRef90_A0A316UHM6	831	0.9803	PASS_LONG
UniRef90_L8WT80	829	0.1577	FRAG
UniRef90_A0ACC1LK06	821	0.9859	PASS_LONG
UniRef90_A0A084AJV4	818	0.9859	PASS_LONG
UniRef90_A0A7S0DIT9	816	0.9775	PASS_LONG
UniRef90_UPI003801F07A	811	0.9690	PASS_LONG
UniRef90_A0A370TWY2	805	0.9859	PASS_LONG
UniRef90_A0AAD5YPD5	800	0.8085	PASS_LONG
UniRef90_UPI001E4AEBAA	791	0.9549	PASS_LONG
UniRef90_A0ABS4TRQ7	790	0.9577	PASS_LONG
UniRef90_A0ABX9EB92	788	0.5099	FRAG
UniRef90_A0A8H3UA09	763	0.9803	PASS_LONG
UniRef90_A0A9P6W835	756	0.9803	PASS_LONG
UniRef90_A0A367L4T4	756	0.8000	PASS_LONG
UniRef90_A0A8J6C3S6	755	0.9803	PASS_LONG
UniRef90_A0A8H4WV21	749	0.9803	PASS_LONG
UniRef90_A0AB34JE75	741	0.9803	PASS_LONG
UniRef90_A0A084GAN2	738	0.9859	PASS_LONG
UniRef90_A0A1V9YHD4	737	0.9944	PASS_LONG
UniRef90_A0A9W8B222	732	0.7521	PASS_LONG
UniRef90_A0A9P9WNM6	724	0.9859	PASS_LONG
UniRef90_A0A813HGN0	717	0.8197	PASS_LONG
UniRef90_A0A1B7TF04	712	0.4535	FRAG
UniRef90_A0A9P7YP11	710	0.8873	PASS_LONG
UniRef90_A0A024GBB6	708	0.9887	PASS_LONG
UniRef90_A0AAN8I163	669	0.9859	PASS_LONG
UniRef90_A0ACC1Q1S5	704	0.9662	PASS_LONG
UniRef90_F0WTK3	702	0.4225	FRAG
UniRef90_A0A1W5CUU9	698	0.9859	PASS_LONG
UniRef90_A0A4R0RPB1	697	0.6282	FRAG
UniRef90_A0A9W4WNX2	691	0.9831	PASS_LONG
UniRef90_A0AB34J583	688	0.9859	PASS_LONG
UniRef90_A0A0D3JM97	682	0.6479	FRAG
UniRef90_A0A9X8DXU7	680	0.9437	PASS_LONG
UniRef90_A0AAJ0C677	674	0.9859	PASS_LONG
UniRef90_A0A162JSS3	670	0.9859	PASS_LONG
UniRef90_A0AAN6WUC6	635	0.9887	PASS_LONG
UniRef90_A0ACB9ZFK7	665	0.9831	PASS_LONG
UniRef90_A0A4T0QWK6	667	0.9718	PASS_LONG
UniRef90_A0A2Z6SCJ5	665	0.9831	PASS_LONG
UniRef90_H0EHK1	665	0.7183	PASS_LONG
UniRef90_A0AAN7ASI5	664	0.9887	PASS_LONG
UniRef90_UPI0020C52AAD	663	0.9887	PASS_LONG
UniRef90_A0A316VTX9	659	0.3493	FRAG
UniRef90_A0A3E2HCV4	657	0.9775	PASS_LONG
UniRef90_A0A507F3E7	647	0.5183	FRAG
UniRef90_A0A7J6MZR8	638	0.8479	PASS_LONG
UniRef90_A0A397GRB9	621	0.9746	PASS_LONG
UniRef90_A0A9W8IGU6	626	0.9775	PASS_LONG
UniRef90_A0A4U0VBS7	623	0.9803	PASS_LONG
UniRef90_A0A507BX71	621	0.8282	PASS_LONG
UniRef90_UPI004049F319	618	0.6225	FRAG
UniRef90_U1GHN8	617	0.9662	PASS_LONG
UniRef90_J6ER95	613	0.5915	FRAG
UniRef90_A0A2U3EJD5	611	0.9634	PASS_LONG
UniRef90_A0A553IDF2	609	0.9746	PASS_LONG
UniRef90_A0A7S3WHH6	605	0.9803	PASS_LONG
UniRef90_A0A1Z5TH98	601	0.9887	PASS_LONG
UniRef90_A0A9P6W3R5	589	0.9127	PASS_LONG
UniRef90_A0A2X3J117	587	0.8254	PASS_LONG
UniRef90_A0AAN6RBD7	586	0.9831	PASS_LONG
UniRef90_A0A0M0JIU7	584	0.5127	FRAG
UniRef90_B5RTI5	583	0.5296	FRAG
UniRef90_A0A0V1PXT5	578	0.5324	FRAG
UniRef90_A0AAN7BYY1	576	0.9690	PASS_LONG
UniRef90_A0ACC1NKI5	574	0.9746	PASS_LONG
UniRef90_A0AAD9AQ33	569	0.9859	PASS_LONG
UniRef90_A0A2S7YLP0	563	0.9831	PASS_LONG
UniRef90_UPI00315D3FAC	563	0.6423	FRAG
UniRef90_A0A9Q3C6Z4	559	0.9577	PASS_LONG
UniRef90_A0A6C0U3I6	558	0.9831	PASS_LONG
UniRef90_UPI00315D512A	551	0.6394	FRAG
UniRef90_G8Y3D6	544	0.5296	FRAG
UniRef90_A0A9W6SVE6	541	0.3437	FRAG
UniRef90_A0ACB5TGU0	541	0.5634	FRAG
UniRef90_A0ABR4NC25	540	0.9831	PASS_LONG
UniRef90_A0A7S3YL62	538	0.9887	PASS_LONG
UniRef90_A0AAN6G947	534	0.9634	PASS_LONG
UniRef90_A0A8H3IZ45	531	0.9859	PASS_LONG
UniRef90_A0A9N8VFS6	530	0.9803	PASS_LONG
UniRef90_A0AAN6LSY2	527	0.9859	PASS_LONG
UniRef90_A0A1E3QQE5	525	0.3352	FRAG
UniRef90_A0AAE9MS66	525	0.9634	PASS_LONG
UniRef90_Q5GUT5	523	0.9803	PASS_LONG
UniRef90_A0A1E4T3M6	517	0.3211	FRAG
UniRef90_A0A2S5B7V3	516	0.9662	PASS_LONG
UniRef90_UPI0035595729	516	0.6732	FRAG
UniRef90_A0A7S0JJQ6	515	0.9746	PASS_LONG
UniRef90_A0A1E4RQ47	512	0.5324	FRAG
UniRef90_A0A8J5QTJ3	511	0.5437	FRAG
UniRef90_A0A1E4TY39	508	0.5296	FRAG
UniRef90_UPI00215F592C	508	0.9775	PASS_LONG
UniRef90_A0A0H3EE49	486	0.9690	PASS_LONG
UniRef90_A0A6H0XJG4	502	0.9859	PASS_LONG
UniRef90_UPI00315CD011	502	0.7887	PASS_LONG
UniRef90_A0A1Q3DYP8	407	0.9746	PASS_CANONICAL
UniRef90_A0ABP0ED13	501	0.5296	FRAG
UniRef90_A0A507FCZ0	500	0.9493	PASS_LONG
UniRef90_A0ACC2V0S5	498	0.9549	PASS_LONG
UniRef90_A0AB33VHD4	498	0.9803	PASS_LONG
UniRef90_A0A8H3VFN9	491	0.9915	PASS_LONG
UniRef90_A0A9W6YNK9	491	0.3408	FRAG
UniRef90_A0ACA9YDT7	490	0.5465	FRAG
UniRef90_A0A180H2N2	489	0.9915	PASS_LONG
UniRef90_G3B3I4	488	0.5324	FRAG
UniRef90_A0A517NEF1	488	0.9831	PASS_LONG
UniRef90_A0A0G4KVX5	487	0.8000	PASS_LONG
UniRef90_W2PKA3	441	0.9887	PASS_CANONICAL
UniRef90_A0A8H7XPN0	485	0.7493	PASS_LONG
UniRef90_A0A4S4KGH8	484	0.9606	PASS_LONG
UniRef90_A0AAN6GBJ6	483	0.9718	PASS_LONG
UniRef90_A0A1Y1ZLW5	482	0.8732	PASS_LONG
UniRef90_A0A8T8T459	482	0.9606	PASS_LONG
UniRef90_A0A6A5WND4	481	0.9831	PASS_LONG
UniRef90_A0A261F317	481	0.9746	PASS_LONG
UniRef90_A0A7J6NZ21	479	0.8789	PASS_LONG
UniRef90_A0A0L0V4T6	442	0.9775	PASS_CANONICAL
UniRef90_A0A7S1A5L7	475	0.8817	PASS_LONG
UniRef90_A0ABY7C8U4	474	0.9718	PASS_LONG
UniRef90_A0A1H3BJK1	474	0.9718	PASS_LONG
UniRef90_A0A2X0LSJ7	422	0.9803	PASS_CANONICAL
UniRef90_C1GL14	473	0.9239	PASS_LONG
UniRef90_UPI003661D38A	473	0.9493	PASS_LONG
UniRef90_UPI0027DF1715	473	0.9775	PASS_LONG
UniRef90_A0A4V1WMG7	472	0.1746	FRAG
UniRef90_A0A0L0UYA3	450	0.9634	PASS_CANONICAL
UniRef90_A0A1B0C6Y1	470	0.4085	FRAG
UniRef90_A0A7S0P576	467	0.6592	FRAG
UniRef90_A0ABM7XA72	467	0.9634	PASS_LONG
UniRef90_A0AA45AHT3	465	0.9944	PASS_LONG
UniRef90_F2QSX5	458	0.7042	PASS_LONG
UniRef90_A0A812V6E7	464	0.5155	FRAG
UniRef90_A0A6C0ACG5	464	0.9831	PASS_LONG
UniRef90_A0A139IUB7	463	0.9915	PASS_LONG
UniRef90_A0ABR3JA44	463	0.9859	PASS_LONG
UniRef90_A0A0L6U5Y8	463	0.9634	PASS_LONG
UniRef90_A3GFJ1	462	0.5493	FRAG
UniRef90_K0KQ16	461	0.4225	FRAG
UniRef90_A0A7I9VIZ7	461	0.9634	PASS_LONG
UniRef90_Q2LQV5	461	0.9606	PASS_LONG
UniRef90_K1WFW4	460	0.5944	FRAG
UniRef90_A0A081CDS5	460	0.9831	PASS_LONG
UniRef90_A0A1E3PBV3	460	0.5239	FRAG
UniRef90_A0A1Y2H6Y6	459	0.9831	PASS_LONG
UniRef90_A0A847S503	459	0.9831	PASS_LONG
UniRef90_UPI0034CE433F	459	0.9831	PASS_LONG
UniRef90_A0A813FH75	456	0.7268	PASS_LONG
UniRef90_A0A5N5QIP5	455	0.9831	PASS_LONG
UniRef90_A0A7J6MJ97	455	0.8732	PASS_LONG
UniRef90_A0A180GT92	454	0.9662	PASS_LONG
UniRef90_A0A7U9GET2	454	0.9831	PASS_LONG
UniRef90_A0A8H5MFN6	453	0.9831	PASS_LONG
UniRef90_A0A8H2WR32	452	0.9831	PASS_LONG
UniRef90_A0A8I2Z4Y1	452	0.5408	FRAG
UniRef90_A0A2G8RWQ9	452	0.7239	PASS_LONG
UniRef90_A0A443HUH5	369	0.9859	PASS_CANONICAL
UniRef90_A0A0L6U6E0	451	0.9690	PASS_LONG
UniRef90_C5LMC8	451	0.8761	PASS_LONG
UniRef90_L2FTW1	375	0.9859	PASS_CANONICAL
UniRef90_W4FDC9	432	0.9915	PASS_CANONICAL
UniRef90_A0A5K8AE01	450	0.9690	PASS_CANONICAL
UniRef90_A0A254NBQ6	373	0.9831	PASS_CANONICAL
UniRef90_E3KGL9	446	0.9634	PASS_CANONICAL
UniRef90_A0A2N5VDK2	382	0.9803	PASS_CANONICAL
UniRef90_UPI0034CE9D64	448	0.7239	PASS_CANONICAL
UniRef90_UPI000AC882F6	448	0.9493	PASS_CANONICAL
UniRef90_K3XA97	447	0.9887	PASS_CANONICAL
UniRef90_A0A087AKZ7	447	0.9690	PASS_CANONICAL
UniRef90_A0A4Y9YQ65	446	0.7211	PASS_CANONICAL
UniRef90_A0A2N5SER8	445	0.9634	PASS_CANONICAL
UniRef90_A0ABP1CQN4	445	0.9577	PASS_CANONICAL
UniRef90_A0A1V2L9K1	421	0.3296	FRAG
UniRef90_P32449	370	0.9915	PASS_CANONICAL
UniRef90_T0S8K2	445	0.9944	PASS_CANONICAL
UniRef90_A0AAD5Q8G0	444	0.9887	PASS_CANONICAL
UniRef90_A0A8K1C4B9	444	0.9887	PASS_CANONICAL
UniRef90_A0AAV2ZLS2	444	0.9859	PASS_CANONICAL
UniRef90_E3KGL1	443	0.9746	PASS_CANONICAL
UniRef90_A0A0C4EZM8	442	0.9803	PASS_CANONICAL
UniRef90_A0ABP1CQP5	442	0.4563	FRAG
UniRef90_A0A9P5ZRP5	441	0.8873	PASS_CANONICAL
UniRef90_A0A5N6KGA1	441	0.9803	PASS_CANONICAL
UniRef90_A0A9W6TR45	441	0.7887	PASS_CANONICAL
UniRef90_E3JRB5	437	0.9803	PASS_CANONICAL
UniRef90_A0AAU9L6R2	440	0.9887	PASS_CANONICAL
UniRef90_A0A2N5SER7	439	0.9662	PASS_CANONICAL
UniRef90_A0A814WGS3	439	0.9718	PASS_CANONICAL
UniRef90_A0A425CE72	439	0.9887	PASS_CANONICAL
UniRef90_A0A1C7M1W5	438	0.9831	PASS_CANONICAL
UniRef90_A0A1V9Y8V3	438	0.9972	PASS_CANONICAL
UniRef90_A0A6P2C9K3	438	0.9859	PASS_CANONICAL
UniRef90_M5E3H3	438	0.9803	PASS_CANONICAL
UniRef90_A0A0L0W5Q8	437	0.9662	PASS_CANONICAL
UniRef90_A0A0L0UYB5	437	0.9803	PASS_CANONICAL
UniRef90_A0A420XXE1	378	0.9887	PASS_CANONICAL
UniRef90_A0A485L9F7	437	0.9972	PASS_CANONICAL
UniRef90_A0A976FKK1	437	0.9887	PASS_CANONICAL
UniRef90_A0A7S3WGS9	437	0.5915	FRAG
UniRef90_A0ABR1F0J1	436	0.7211	PASS_CANONICAL
UniRef90_A0A1J8PMW2	436	0.9803	PASS_CANONICAL
UniRef90_A0A024TN41	436	0.9972	PASS_CANONICAL
UniRef90_A0AAV0V1B8	436	0.9887	PASS_CANONICAL
UniRef90_A0ACC0VXG6	436	0.9887	PASS_CANONICAL
UniRef90_A0A1I6YRD1	430	0.9690	PASS_CANONICAL
UniRef90_E3JVD3	382	0.9803	PASS_CANONICAL
UniRef90_A0A7S0HQ19	435	0.9746	PASS_CANONICAL
UniRef90_A0A6J4VJK5	435	0.9775	PASS_CANONICAL
UniRef90_A0A1N7L7C5	435	0.9803	PASS_CANONICAL
UniRef90_M4RTD6	432	0.9690	PASS_CANONICAL
UniRef90_UPI0034CD14EE	435	0.7296	PASS_CANONICAL
UniRef90_UPI002362F201	435	0.9775	PASS_CANONICAL
UniRef90_UPI003343D77C	435	0.9831	PASS_CANONICAL
UniRef90_A0A9P8DSY0	372	0.9859	PASS_CANONICAL
UniRef90_A0A1I5J8A9	434	0.9718	PASS_CANONICAL
UniRef90_K1XTP2	433	0.9803	PASS_CANONICAL
UniRef90_A0A0N0RTH9	433	0.9746	PASS_CANONICAL
UniRef90_A0A0G4EUU4	433	0.8789	PASS_CANONICAL
UniRef90_A0A080N6C7	433	0.9690	PASS_CANONICAL
UniRef90_UPI0035113D29	433	0.9803	PASS_CANONICAL
UniRef90_A0A177THP5	432	0.9831	PASS_CANONICAL
UniRef90_A0A507AZ94	432	0.9662	PASS_CANONICAL
UniRef90_A0A285E9W0	432	0.9718	PASS_CANONICAL
UniRef90_A0A7U9KPS3	361	0.9408	PASS_CANONICAL
UniRef90_UPI001FD84FB5	432	0.9775	PASS_CANONICAL
UniRef90_A0AAE0I6B8	431	0.9859	PASS_CANONICAL
UniRef90_A0A2X0KLJ2	431	0.9408	PASS_CANONICAL
UniRef90_G4T5B4	431	0.9859	PASS_CANONICAL
UniRef90_A0A813ZE00	431	0.9634	PASS_CANONICAL
UniRef90_A0A0P1AHE5	431	0.9887	PASS_CANONICAL
UniRef90_UPI003343F14E	431	0.7211	PASS_CANONICAL
UniRef90_A0AA40BX07	430	0.9634	PASS_CANONICAL
UniRef90_H6BL97	379	0.9859	PASS_CANONICAL
UniRef90_A0A087ECF0	430	0.9690	PASS_CANONICAL
UniRef90_A0A087BTF7	430	0.9746	PASS_CANONICAL
UniRef90_A0ABW8N4D1	430	0.8169	PASS_CANONICAL
UniRef90_A0ABP9ZZF9	430	0.9831	PASS_CANONICAL
UniRef90_UPI00044077F1	430	0.9831	PASS_CANONICAL
UniRef90_A0A1E3Q375	428	0.9859	PASS_CANONICAL
UniRef90_A0AAN6JRL8	429	0.9831	PASS_CANONICAL
UniRef90_W9X303	429	0.9887	PASS_CANONICAL
UniRef90_A0A4Y9Z858	429	0.7437	PASS_CANONICAL
UniRef90_A0A1B7NA63	429	0.9803	PASS_CANONICAL
UniRef90_A0AA41QGQ3	429	0.9803	PASS_CANONICAL
UniRef90_A0ABV3X9B4	429	0.9718	PASS_CANONICAL
UniRef90_R0IC36	379	0.9831	PASS_CANONICAL
UniRef90_A0AAE0XD80	424	0.9831	PASS_CANONICAL
UniRef90_A0ABX0DDS4	428	0.9803	PASS_CANONICAL
UniRef90_A0A067T2M5	397	0.9831	PASS_CANONICAL
UniRef90_A0A138ZWQ9	427	0.9859	PASS_CANONICAL
UniRef90_A0A7D5V5K3	375	0.9859	PASS_CANONICAL
UniRef90_A0A6G0XN55	427	0.9944	PASS_CANONICAL
UniRef90_A0A430FRC9	427	0.9718	PASS_CANONICAL
UniRef90_UPI00406C1771	427	0.9718	PASS_CANONICAL
UniRef90_G3ADY1	426	0.5296	FRAG
UniRef90_A0A0C9YNJ7	426	0.9803	PASS_CANONICAL
UniRef90_W4H322	426	0.9944	PASS_CANONICAL
UniRef90_F2BAF5	426	0.9746	PASS_CANONICAL
UniRef90_U5E8U8	426	0.9859	PASS_CANONICAL
UniRef90_H6RPC9	421	0.9718	PASS_CANONICAL
UniRef90_UPI003689F542	426	0.9465	PASS_CANONICAL
UniRef90_UPI0003621A3E	426	0.9746	PASS_CANONICAL
UniRef90_A0A0L0TC48	425	0.9831	PASS_CANONICAL
UniRef90_F8SL20	411	0.9803	PASS_CANONICAL
UniRef90_B8DVX4	415	0.9690	PASS_CANONICAL
UniRef90_UPI0023F8E677	425	0.9690	PASS_CANONICAL
UniRef90_A0A5C3MS71	424	0.9803	PASS_CANONICAL
UniRef90_A0A6G8PV92	424	0.9831	PASS_CANONICAL
UniRef90_A0A5M9ZZV5	424	0.9690	PASS_CANONICAL
UniRef90_A0A0P9ZPN8	424	0.9690	PASS_CANONICAL
UniRef90_A0A0C2XVN7	423	0.9831	PASS_CANONICAL
UniRef90_A0A4Y9ZD98	423	0.9746	PASS_CANONICAL
UniRef90_A0A2N5VAG2	423	0.9690	PASS_CANONICAL
UniRef90_A0A2G5HDB6	383	0.9859	PASS_CANONICAL
UniRef90_A0A2P7YLJ4	423	0.9746	PASS_CANONICAL
UniRef90_A0A9Q3GH55	423	0.9634	PASS_CANONICAL
UniRef90_A0A087AGB1	423	0.9690	PASS_CANONICAL
UniRef90_A0A238UNA4	423	0.9718	PASS_CANONICAL
UniRef90_A0ABP6PGQ7	423	0.9718	PASS_CANONICAL
UniRef90_A0A086ZSF3	420	0.9690	PASS_CANONICAL
UniRef90_A0A433MVR6	423	0.9662	PASS_CANONICAL
UniRef90_UPI000895BAE0	423	0.9718	PASS_CANONICAL
UniRef90_UPI001C9731D2	423	0.9746	PASS_CANONICAL
UniRef90_UPI001073EC69	423	0.9718	PASS_CANONICAL
UniRef90_A0A8H5H419	422	0.9831	PASS_CANONICAL
UniRef90_A0A066WIB7	422	0.9859	PASS_CANONICAL
UniRef90_A0A316V189	422	0.9831	PASS_CANONICAL
UniRef90_A0A7J6LLN4	422	0.8507	PASS_CANONICAL
UniRef90_A0A485LQS6	422	0.9972	PASS_CANONICAL
UniRef90_A0A2A2EFI6	422	0.9690	PASS_CANONICAL
UniRef90_A0A087DJU7	422	0.9690	PASS_CANONICAL
UniRef90_A0A4R1BSC7	352	0.9831	PASS_CANONICAL
UniRef90_U1QPU1	409	0.9662	PASS_CANONICAL
UniRef90_UPI0024B9BB47	422	0.9803	PASS_CANONICAL
UniRef90_W1QEA4	421	0.4310	FRAG
UniRef90_A0A3M7A1J4	383	0.9859	PASS_CANONICAL
UniRef90_A0A316YQE4	421	0.9887	PASS_CANONICAL
UniRef90_A0AAD4GG54	407	0.9831	PASS_CANONICAL
UniRef90_A0A316V5L8	421	0.9831	PASS_CANONICAL
UniRef90_C4JD73	421	0.9803	PASS_CANONICAL
UniRef90_A2S579	421	0.9859	PASS_CANONICAL
UniRef90_UPI0023F6C4EF	421	0.9690	PASS_CANONICAL
UniRef90_UPI003EE82C7B	421	0.9718	PASS_CANONICAL
UniRef90_A0A401VVD6	417	0.9493	PASS_CANONICAL
UniRef90_A0A8H4UU39	420	0.9634	PASS_CANONICAL
UniRef90_A0A9P7YH90	420	0.9803	PASS_CANONICAL
UniRef90_A0A5Q4BF10	381	0.9831	PASS_CANONICAL
UniRef90_A0A8H5B153	420	0.9831	PASS_CANONICAL
UniRef90_A0A511KAZ8	420	0.9831	PASS_CANONICAL
UniRef90_A0A0D6R4W0	420	0.9803	PASS_CANONICAL
UniRef90_A0A8J4AE96	420	0.9493	PASS_CANONICAL
UniRef90_A0A3E2C4N5	420	0.9690	PASS_CANONICAL
UniRef90_A0A2X0NL69	419	0.9775	PASS_CANONICAL
UniRef90_M4BZN1	419	0.7887	PASS_CANONICAL
UniRef90_A0A1W0AAV8	419	0.9915	PASS_CANONICAL
UniRef90_A0A0Q0D0W0	419	0.9183	PASS_CANONICAL
UniRef90_A0AB37QC28	419	0.9239	PASS_CANONICAL
UniRef90_A0A366H345	419	0.9887	PASS_CANONICAL
UniRef90_UPI000DEBFB9E	419	0.9718	PASS_CANONICAL
UniRef90_UPI003B00320E	419	0.9718	PASS_CANONICAL
UniRef90_A0A4R0QZ43	409	0.9746	PASS_CANONICAL
UniRef90_A0A9P5P7A6	418	0.7155	PASS_CANONICAL
UniRef90_A0A8S0W4E1	418	0.9831	PASS_CANONICAL
UniRef90_A0A3D9V423	418	0.9803	PASS_CANONICAL
UniRef90_A0A3M3E970	418	0.9718	PASS_CANONICAL
UniRef90_A0A087VVP6	416	0.9718	PASS_CANONICAL
UniRef90_A0ABV9LN54	418	0.9690	PASS_CANONICAL
UniRef90_UPI00320962A3	418	0.9690	PASS_CANONICAL
UniRef90_UPI00390664B9	418	0.9718	PASS_CANONICAL
UniRef90_A0A139HJ67	417	0.9915	PASS_CANONICAL
UniRef90_A0A316W5B2	417	0.9859	PASS_CANONICAL
UniRef90_A0ABR4MZW2	417	0.9859	PASS_CANONICAL
UniRef90_A0A4S4LCZ3	417	0.9775	PASS_CANONICAL
UniRef90_B6HTS2	372	0.9887	PASS_CANONICAL
UniRef90_A0A6N2S222	410	0.9690	PASS_CANONICAL
UniRef90_A0A087AY84	417	0.9690	PASS_CANONICAL
UniRef90_A0A348HGD5	417	0.9718	PASS_CANONICAL
UniRef90_UPI001FF0F39C	417	0.9746	PASS_CANONICAL
UniRef90_A0A1Q3E3B3	416	0.6000	FRAG
UniRef90_A0A9P3B7I7	416	0.9803	PASS_CANONICAL
UniRef90_A0A0M9EYR8	416	0.9887	PASS_CANONICAL
UniRef90_A0A8H3I0M9	416	0.9831	PASS_CANONICAL
UniRef90_A0A0C3RVM4	416	0.9803	PASS_CANONICAL
UniRef90_A0A292Q070	416	0.9859	PASS_CANONICAL
UniRef90_A0A286H2R0	416	0.9690	PASS_CANONICAL
UniRef90_A0A502LA71	416	0.9634	PASS_CANONICAL
UniRef90_UPI0022ABBA34	416	0.9718	PASS_CANONICAL
UniRef90_UPI001E3372D8	416	0.9690	PASS_CANONICAL
UniRef90_A0A0H2RQG8	415	0.9859	PASS_CANONICAL
UniRef90_A0ABU8ZLM0	415	0.9662	PASS_CANONICAL
UniRef90_A0A7K1J585	415	0.9690	PASS_CANONICAL
UniRef90_A0AA37WKS9	415	0.9465	PASS_CANONICAL
UniRef90_A0A1H8SM96	415	0.9718	PASS_CANONICAL
UniRef90_A0A4Q7Y7Y9	415	0.9718	PASS_CANONICAL
UniRef90_UPI0028DCED88	415	0.9690	PASS_CANONICAL
UniRef90_UPI0023F79A92	415	0.9718	PASS_CANONICAL
UniRef90_UPI001ABCE146	415	0.9493	PASS_CANONICAL
UniRef90_UPI00262C2098	415	0.9746	PASS_CANONICAL
UniRef90_UPI000DEA7609	415	0.9718	PASS_CANONICAL
UniRef90_UPI0033F6AFC8	415	0.9521	PASS_CANONICAL
UniRef90_UPI0026491CFB	415	0.9746	PASS_CANONICAL
UniRef90_A0AAV9NTK9	391	0.9859	PASS_CANONICAL
UniRef90_V5EQ91	409	0.9831	PASS_CANONICAL
UniRef90_A0A0L0SIV2	414	0.9859	PASS_CANONICAL
UniRef90_A0A0D0E0Q4	414	0.9831	PASS_CANONICAL
