relative_path	artifact_role	file_size_bytes	md5	tracked_by_git	ignored_by_git	required_for_next_stage	source_inputs	recreate_command_or_source	notes
results/05_curation_len255/round6_artifact_manifest.tsv	round6_output	15005	SELF_REFERENTIAL	true	false	true	results/04_msa_len255/core_len255.masked.afa;results/04_msa_len255/core_len255.masked.sto;results/04_msa_len255/core_len255_alignment_summary.tsv;results/04_msa_len255/core_len255.alignment_qc.tsv;results/04_msa_len255/core_len255_subtype_alignment_qc.tsv;results/04_msa_len255/core_len255_rescued479_alignment_qc.tsv;results/04_msa_len255/core_len255_target_carrythrough.tsv;results/04_msa_len255/core_len255_flagged_carrythrough.tsv;results/04_msa_len255/core_len255_gap_or_ambiguity_gt_0_50.tsv;results/04_msa_len255/core_len255_artifact_manifest.tsv;results/04_msa_len255/round5_tree_handoff.md;results/02_qc_len255/target_representation.tsv;results/02_qc_len255/nr80_all_len255_subtype_map.tsv;results/03_core_len255/core_len255_target_carrythrough.tsv	python scripts/round6_pre_tree_curation_len255.py	Self-referential manifest row; md5 cannot include its own final md5
scripts/round6_pre_tree_curation_len255.py	round6_helper_script	53506	d7ebfff2102e352a49575a429b9e84e4	true	false	true	results/04_msa_len255/core_len255.masked.afa;results/04_msa_len255/core_len255.masked.sto;results/04_msa_len255/core_len255_alignment_summary.tsv;results/04_msa_len255/core_len255.alignment_qc.tsv;results/04_msa_len255/core_len255_subtype_alignment_qc.tsv;results/04_msa_len255/core_len255_rescued479_alignment_qc.tsv;results/04_msa_len255/core_len255_target_carrythrough.tsv;results/04_msa_len255/core_len255_flagged_carrythrough.tsv;results/04_msa_len255/core_len255_gap_or_ambiguity_gt_0_50.tsv;results/04_msa_len255/core_len255_artifact_manifest.tsv;results/04_msa_len255/round5_tree_handoff.md;results/02_qc_len255/target_representation.tsv;results/02_qc_len255/nr80_all_len255_subtype_map.tsv;results/03_core_len255/core_len255_target_carrythrough.tsv	tracked helper script	Deterministic; does not run tree inference
results/04_msa_len255/core_len255.masked.afa	round5_or_source_input	5337272	cc40f828bb92e700c4ed0358c909f6ab	false	true	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255.masked.sto	round5_or_source_input	11942674	4d784cecebc048ba7d4b8fbfdc9a9689	false	true	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255_alignment_summary.tsv	round5_or_source_input	1026	ae9433f47e9f2330f68916f310bfc419	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255.alignment_qc.tsv	round5_or_source_input	655185	609db78e11120129f7f7d7a8b1d9ff78	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255_subtype_alignment_qc.tsv	round5_or_source_input	444	513ff966d92ec40fab3ea1735fa51176	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255_rescued479_alignment_qc.tsv	round5_or_source_input	71595	983c0a8a217ea71e031efca92c25be97	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255_target_carrythrough.tsv	round5_or_source_input	7408	6455cf1e8b19c6776a1b14e538ba833f	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255_flagged_carrythrough.tsv	round5_or_source_input	2725	24f325f3b1215dc8db2c18cb563abf5d	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255_gap_or_ambiguity_gt_0_50.tsv	round5_or_source_input	106615	28e36d19aab3a49a62f735b3d32feeff	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/core_len255_artifact_manifest.tsv	round5_or_source_input	4592	37704379c662f4f1852105913a600ed5	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/04_msa_len255/round5_tree_handoff.md	round5_or_source_input	1495	bf9fb3e7ded1363583e3b4074a20d7e1	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/02_qc_len255/target_representation.tsv	round5_or_source_input	8252	e1e77114ecf41eaed1b25584f3c21756	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/02_qc_len255/nr80_all_len255_subtype_map.tsv	round5_or_source_input	601344	3e73ef4400a3843ce8dd08f7e560b031	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
results/03_core_len255/core_len255_target_carrythrough.tsv	round5_or_source_input	7125	44e31ae9feb7ce3cfd5c126b981aeb40	true	false	true		source artifact from Round 5 or earlier Strategy A stage	Input used by Round 6 curation gate
