seq_id	seq_len	module	from	to	module_len
UniRef90_A0A5M9ZZV5	424	N_ext	1	62	62
UniRef90_A0A0P9ZPN8	424	N_ext	1	60	60
UniRef90_A0A0C2XVN7	423	N_ext	1	30	30
UniRef90_A0A4Y9ZD98	423	N_ext	1	51	51
UniRef90_A0A9Q3GH55	423	N_ext	1	51	51
UniRef90_A0A087AGB1	423	N_ext	1	60	60
UniRef90_A0ABP6PGQ7	423	N_ext	1	63	63
UniRef90_UPI001C9731D2	423	N_ext	1	61	61
UniRef90_A0A8H5H419	422	N_ext	1	34	34
UniRef90_UPI0024B9BB47	422	N_ext	1	41	41
UniRef90_C4JD73	421	N_ext	1	56	56
UniRef90_A2S579	421	N_ext	1	55	55
UniRef90_A0A8H4UU39	420	N_ext	1	60	60
UniRef90_A0A9P7YH90	420	N_ext	1	49	49
UniRef90_A0A8J4AE96	420	N_ext	1	29	29
UniRef90_A0A3E2C4N5	420	N_ext	1	63	63
UniRef90_A0A0Q0D0W0	419	N_ext	1	67	67
UniRef90_A0A366H345	419	N_ext	1	56	56
UniRef90_UPI000DEBFB9E	419	N_ext	1	69	69
UniRef90_A0A4R0QZ43	409	N_ext	1	37	37
UniRef90_A0A3D9V423	418	N_ext	1	52	52
UniRef90_A0A087VVP6	416	N_ext	1	62	62
UniRef90_A0ABR4MZW2	417	N_ext	1	54	54
UniRef90_A0A4S4LCZ3	417	N_ext	1	34	34
UniRef90_A0A087AY84	417	N_ext	1	51	51
UniRef90_A0A348HGD5	417	N_ext	1	61	61
UniRef90_A0A9P3B7I7	416	N_ext	1	59	59
UniRef90_A0A0M9EYR8	416	N_ext	1	55	55
UniRef90_A0A292Q070	416	N_ext	1	37	37
UniRef90_A0A502LA71	416	N_ext	1	46	46
UniRef90_A0ABU8ZLM0	415	N_ext	1	59	59
UniRef90_A0AA37WKS9	415	N_ext	1	33	33
UniRef90_UPI0028DCED88	415	N_ext	1	53	53
UniRef90_UPI0033F6AFC8	415	N_ext	1	51	51
UniRef90_UPI0026491CFB	415	N_ext	1	48	48
UniRef90_A0A0L0SIV2	414	N_ext	1	50	50
UniRef90_A0A1C7MEY8	414	N_ext	1	39	39
UniRef90_A0A292PXB1	414	N_ext	1	40	40
UniRef90_A0A8H6U1N4	414	N_ext	1	33	33
UniRef90_Q7MNL4	414	N_ext	1	53	53
UniRef90_A0A6L9VZ57	414	N_ext	1	56	56
UniRef90_G4TQP6	413	N_ext	1	45	45
UniRef90_A0A401GY40	413	N_ext	1	36	36
UniRef90_A0A3N4Z8K8	413	N_ext	1	35	35
UniRef90_UPI0030188C31	413	N_ext	1	26	26
UniRef90_A0A318M4Q4	406	N_ext	1	50	50
UniRef90_A0ACC0U160	412	N_ext	1	41	41
UniRef90_A0AAV0ATW0	412	N_ext	1	28	28
UniRef90_A0A450W8W1	412	N_ext	1	52	52
UniRef90_A0A101M8A9	411	N_ext	1	51	51
UniRef90_C5DE97	410	N_ext	1	37	37
UniRef90_A0A7Y0ESA5	409	N_ext	1	46	46
UniRef90_A0A6I5MZP3	410	N_ext	1	43	43
UniRef90_A0ACD3AX12	409	N_ext	1	36	36
UniRef90_A0A0D2X467	409	N_ext	1	42	42
UniRef90_A0A366K787	409	N_ext	1	47	47
UniRef90_UPI0010C0FC50	409	N_ext	1	60	60
UniRef90_A0AAW0G6Q6	408	N_ext	1	29	29
UniRef90_A0A9W9AEP5	408	N_ext	1	34	34
UniRef90_A0AA36MU28	408	N_ext	1	39	39
UniRef90_A0A2N8ZF54	408	N_ext	1	44	44
UniRef90_A0A263D8V7	408	N_ext	1	45	45
UniRef90_UPI001CCC7BE9	408	N_ext	1	59	59
UniRef90_A0A316YD25	407	N_ext	1	37	37
UniRef90_A0A812Q7V8	407	N_ext	1	33	33
UniRef90_A0A8H5FXM6	406	N_ext	1	34	34
UniRef90_A0A5C3P2Z8	406	N_ext	1	33	33
UniRef90_A0A0A1FB14	406	N_ext	1	41	41
UniRef90_A0A087EBR5	399	N_ext	1	36	36
UniRef90_A0A1G4YQL9	406	N_ext	1	54	54
UniRef90_A0A0G0JHR0	406	N_ext	1	70	70
UniRef90_A0A086ZE72	405	N_ext	1	36	36
UniRef90_A0A0C3ATX7	404	N_ext	1	38	38
UniRef90_A0A3M7DTT8	404	N_ext	1	29	29
UniRef90_A0A6A1LJP9	404	N_ext	1	32	32
UniRef90_A0A0C3PQM9	404	N_ext	1	32	32
UniRef90_A0A7S0ADZ5	404	N_ext	1	30	30
UniRef90_A0ACC0VIJ2	404	N_ext	1	31	31
UniRef90_A0A4V6T5J7	403	N_ext	1	29	29
UniRef90_A0A066VGE3	403	N_ext	1	42	42
UniRef90_A0AA43TSX5	403	N_ext	1	38	38
UniRef90_UPI0032D8DE05	403	N_ext	1	41	41
UniRef90_A0A8H7EZ21	402	N_ext	1	31	31
UniRef90_A0A517R5A0	402	N_ext	1	41	41
UniRef90_A0ABT1JNX9	402	N_ext	1	39	39
UniRef90_E6PWI1	402	N_ext	1	37	37
UniRef90_A0ABM8BE86	401	N_ext	1	39	39
UniRef90_UPI00397FA3DF	401	N_ext	1	47	47
UniRef90_A0A8H3FZ91	400	N_ext	1	35	35
UniRef90_A0AA37S8Q9	400	N_ext	1	34	34
UniRef90_A0ABS1LLY6	393	N_ext	1	29	29
UniRef90_A0A971CY33	400	N_ext	1	40	40
UniRef90_A0A1Q3EF29	399	N_ext	1	41	41
UniRef90_A0A8H5MD37	399	N_ext	1	26	26
UniRef90_A0A4Y8MP18	399	N_ext	1	33	33
UniRef90_UPI0022FDE365	399	N_ext	1	33	33
UniRef90_UPI00221F57E9	399	N_ext	1	30	30
UniRef90_E3KLT7	388	N_ext	1	25	25
UniRef90_A0A975B9U6	398	N_ext	1	48	48
UniRef90_A0A840NJC5	398	N_ext	1	43	43
UniRef90_A0A975J041	398	N_ext	1	35	35
UniRef90_A0A1J7J719	397	N_ext	1	25	25
UniRef90_A0A163PR94	397	N_ext	1	31	31
UniRef90_A0ABY3W8C6	397	N_ext	1	28	28
UniRef90_A0A1Y2HLL2	396	N_ext	1	25	25
UniRef90_A0A261G8S2	396	N_ext	1	33	33
UniRef90_A0A4P6DZZ4	396	N_ext	1	30	30
UniRef90_A0A143WMH3	396	N_ext	1	44	44
UniRef90_F4NXT9	395	N_ext	1	27	27
UniRef90_F4RG40	395	N_ext	1	30	30
UniRef90_A0ABM8B6N3	395	N_ext	1	40	40
UniRef90_UPI0025485208	395	N_ext	1	45	45
UniRef90_A0A9P7RS56	394	N_ext	1	25	25
UniRef90_A0A8H7ZW20	394	N_ext	1	54	54
UniRef90_A0A261EU12	394	N_ext	1	41	41
UniRef90_A0A0D6ERN3	393	N_ext	1	25	25
UniRef90_A0A316U9H6	393	N_ext	1	29	29
UniRef90_C0EHU6	393	N_ext	1	46	46
UniRef90_H8YY57	393	N_ext	1	37	37
UniRef90_A0ACB8QEL6	392	N_ext	1	29	29
UniRef90_A0ABQ8FKR2	392	N_ext	1	30	30
UniRef90_A0A9P7RQF8	392	N_ext	1	25	25
UniRef90_A0A401FWT5	392	N_ext	1	38	38
UniRef90_A0A316VDA8	391	N_ext	1	30	30
UniRef90_D1BZT6	391	N_ext	1	29	29
UniRef90_A0A5C6E588	391	N_ext	1	29	29
UniRef90_D2Q8C2	390	N_ext	1	28	28
UniRef90_UPI000A5E3CF1	390	N_ext	1	33	33
UniRef90_A0A8H8R5Q4	388	N_ext	1	28	28
UniRef90_Q8FQR5	389	N_ext	1	28	28
UniRef90_A0A0S4KVG8	389	N_ext	1	34	34
UniRef90_A0A6N9YRV2	389	N_ext	1	26	26
UniRef90_A0A9P7V5P3	388	N_ext	1	28	28
UniRef90_A0A0G4JZ76	388	N_ext	1	35	35
UniRef90_UPI00101DCF7F	388	N_ext	1	26	26
UniRef90_A0A024UCE8	387	N_ext	1	70	70
UniRef90_A0A7S1J515	386	N_ext	1	26	26
UniRef90_A0AAP4TX40	386	N_ext	1	29	29
UniRef90_A0A7H0I286	386	N_ext	1	33	33
UniRef90_A0A1G7P3V8	386	N_ext	1	34	34
UniRef90_A0A1K2H586	386	N_ext	1	27	27
UniRef90_A0A1G9QJ43	385	N_ext	1	26	26
UniRef90_A0A6J4VK53	384	N_ext	1	67	67
UniRef90_A5DB91	383	N_ext	1	54	54
UniRef90_A0A6J4VR39	383	N_ext	1	27	27
UniRef90_UPI0025455B83	383	N_ext	1	46	46
UniRef90_UPI00367A8788	382	N_ext	1	34	34
UniRef90_A0A918U9E9	374	N_ext	1	26	26
UniRef90_A0A3N4Z489	379	N_ext	1	28	28
UniRef90_UPI0033DF8954	379	N_ext	1	32	32
UniRef90_UPI0029464077	378	N_ext	1	26	26
UniRef90_A0AA43QJN2	375	N_ext	1	38	38
UniRef90_A0A5B8SRC8	375	N_ext	1	31	31
UniRef90_UPI0005BADB9B	375	N_ext	1	30	30
UniRef90_UPI002FCCB7C0	374	N_ext	1	29	29
UniRef90_UPI0033C02AD4	373	N_ext	1	26	26
UniRef90_A0A507DDE9	372	N_ext	1	52	52
UniRef90_A0A2N7U6Y5	372	N_ext	1	25	25
UniRef90_K9UNK3	372	N_ext	1	26	26
UniRef90_A0AA92ENZ6	369	N_ext	1	26	26
UniRef90_UPI00301C4A30	366	N_ext	1	30	30
UniRef90_A0ABN6XC26	362	N_ext	1	50	50
UniRef90_A0A0F9P5Y8	361	N_ext	1	74	74
UniRef90_A0A395IT73	322	N_ext	1	57	57
UniRef90_UPI001B3EF026	301	N_ext	1	38	38
UniRef90_A0ABQ0MAU2	2931	N_ext	1	1407	1407
UniRef90_A0AB34FJU8	2526	N_ext	1	2189	2189
UniRef90_A0ABR0CAI6	2486	N_ext	1	2120	2120
UniRef90_A0ACB7IJZ1	2231	N_ext	1	1825	1825
UniRef90_A0AAV2Z6I7	2214	N_ext	1	1849	1849
UniRef90_A0A2Z7A0N4	1930	N_ext	1	735	735
UniRef90_A0A0D2HJE3	1917	N_ext	1	1536	1536
UniRef90_A0A0G2FU03	1920	N_ext	1	1548	1548
UniRef90_A0AA39CV04	1870	N_ext	1	1550	1550
UniRef90_A0AAN5YN50	1690	N_ext	1	1318	1318
UniRef90_A0A0L1J5F7	1620	N_ext	1	1251	1251
UniRef90_A0A8H6SI48	1619	N_ext	1	1245	1245
UniRef90_UPI00144A5908	1544	N_ext	1	1175	1175
UniRef90_A0A8H7Q790	1484	N_ext	1	1114	1114
UniRef90_A0A0N1I1Z4	1396	N_ext	1	1020	1020
UniRef90_A0A2K3Q1Y1	1321	N_ext	1	947	947
UniRef90_A0A6G0WCZ7	1314	N_ext	1	68	68
UniRef90_UPI002544F638	1282	N_ext	1	917	917
UniRef90_UPI0022FE4CF0	1239	N_ext	1	876	876
UniRef90_A0A1S9S1N6	1234	N_ext	1	864	864
UniRef90_UPI0025456522	1230	N_ext	1	866	866
UniRef90_A0A0F8UW83	1221	N_ext	1	624	624
UniRef90_A0A1V6Q3A5	1168	N_ext	1	804	804
UniRef90_A0AAF0F3Q7	1214	N_ext	1	844	844
UniRef90_UPI0025498552	1209	N_ext	1	844	844
UniRef90_A0A1V6RGJ0	1186	N_ext	1	821	821
UniRef90_UPI002548734E	1181	N_ext	1	822	822
UniRef90_A0A1V6UUP3	1179	N_ext	1	815	815
UniRef90_A0A1S9DV35	1175	N_ext	1	812	812
UniRef90_K9G2S4	1161	N_ext	1	796	796
UniRef90_A0ABX8I7S4	1158	N_ext	1	787	787
UniRef90_A0A9Q5HUC2	1153	N_ext	1	174	174
UniRef90_A0A8F2W3P4	1140	N_ext	1	772	772
UniRef90_A0A166US22	1117	N_ext	1	749	749
UniRef90_UPI002540DD2B	1089	N_ext	1	724	724
UniRef90_A0A9P8T4T7	1057	N_ext	1	683	683
UniRef90_A0A0D9NYF3	1051	N_ext	1	682	682
UniRef90_A0A0G4KVV8	1046	N_ext	1	670	670
UniRef90_A0A0F8BRN2	1016	N_ext	1	650	650
UniRef90_K1WW88	1014	N_ext	1	642	642
UniRef90_A0AAD2HSA9	994	N_ext	1	31	31
UniRef90_A0A9Q5I2C3	981	N_ext	1	592	592
UniRef90_A0ACC1T8S3	960	N_ext	1	123	123
UniRef90_A0ABP0NZ29	935	N_ext	1	35	35
UniRef90_A0AAD6NHK9	926	N_ext	1	565	565
UniRef90_A0A261XXV2	904	N_ext	1	558	558
UniRef90_A0A0G4KEL8	903	N_ext	1	36	36
UniRef90_A0A0P1BF49	883	N_ext	1	515	515
UniRef90_A0ACC1T4S2	839	N_ext	1	135	135
UniRef90_A0A7S0DIT9	816	N_ext	1	56	56
UniRef90_A0A370TWY2	805	N_ext	1	436	436
UniRef90_A0A1V9YHD4	737	N_ext	1	60	60
UniRef90_A0A9P9WNM6	724	N_ext	1	356	356
UniRef90_A0A813HGN0	717	N_ext	1	397	397
UniRef90_A0A9P7YP11	710	N_ext	1	355	355
UniRef90_A0A024GBB6	708	N_ext	1	338	338
UniRef90_A0AAN8I163	669	N_ext	1	291	291
UniRef90_A0ACC1Q1S5	704	N_ext	1	332	332
UniRef90_A0A1W5CUU9	698	N_ext	1	322	322
UniRef90_A0A9X8DXU7	680	N_ext	1	75	75
UniRef90_A0A7J6MZR8	638	N_ext	1	237	237
UniRef90_A0A397GRB9	621	N_ext	1	28	28
UniRef90_A0A4U0VBS7	623	N_ext	1	248	248
UniRef90_U1GHN8	617	N_ext	1	121	121
UniRef90_A0A553IDF2	609	N_ext	1	246	246
UniRef90_A0AAN6RBD7	586	N_ext	1	194	194
UniRef90_A0AAN7BYY1	576	N_ext	1	213	213
UniRef90_A0AAD9AQ33	569	N_ext	1	199	199
UniRef90_A0A2S7YLP0	563	N_ext	1	199	199
UniRef90_A0A6C0U3I6	558	N_ext	1	200	200
UniRef90_A0AAN6G947	534	N_ext	1	128	128
UniRef90_A0A9N8VFS6	530	N_ext	1	164	164
UniRef90_Q5GUT5	523	N_ext	1	163	163
UniRef90_A0A7S0JJQ6	515	N_ext	1	154	154
UniRef90_A0A0H3EE49	486	N_ext	1	123	123
UniRef90_A0A507FCZ0	500	N_ext	1	128	128
UniRef90_A0AB33VHD4	498	N_ext	1	140	140
UniRef90_A0A180H2N2	489	N_ext	1	123	123
UniRef90_A0A517NEF1	488	N_ext	1	131	131
UniRef90_A0A0G4KVX5	487	N_ext	1	43	43
UniRef90_A0A8H7XPN0	485	N_ext	1	56	56
UniRef90_A0A4S4KGH8	484	N_ext	1	98	98
UniRef90_A0AAN6GBJ6	483	N_ext	1	85	85
UniRef90_A0A261F317	481	N_ext	1	111	111
UniRef90_A0A7J6NZ21	479	N_ext	1	66	66
UniRef90_A0A7S1A5L7	475	N_ext	1	82	82
UniRef90_A0ABY7C8U4	474	N_ext	1	78	78
UniRef90_A0A1H3BJK1	474	N_ext	1	107	107
UniRef90_UPI003661D38A	473	N_ext	1	130	130
UniRef90_UPI0027DF1715	473	N_ext	1	94	94
UniRef90_A0ABM7XA72	467	N_ext	1	104	104
UniRef90_A0A139IUB7	463	N_ext	1	91	91
UniRef90_A0ABR3JA44	463	N_ext	1	36	36
UniRef90_A0A0L6U5Y8	463	N_ext	1	48	48
UniRef90_A0A7I9VIZ7	461	N_ext	1	98	98
UniRef90_Q2LQV5	461	N_ext	1	100	100
UniRef90_A0A081CDS5	460	N_ext	1	52	52
UniRef90_A0A1Y2H6Y6	459	N_ext	1	104	104
UniRef90_A0A847S503	459	N_ext	1	97	97
UniRef90_A0A813FH75	456	N_ext	1	36	36
UniRef90_A0A180GT92	454	N_ext	1	66	66
UniRef90_A0A7U9GET2	454	N_ext	1	91	91
UniRef90_A0A8H5MFN6	453	N_ext	1	59	59
UniRef90_A0A8H2WR32	452	N_ext	1	80	80
UniRef90_A0A2G8RWQ9	452	N_ext	1	31	31
UniRef90_A0A291RGX8	440	N_ext	1	51	51
UniRef90_A0A544QYR0	430	N_ext	1	160	160
UniRef90_B6FWH9	427	N_ext	1	151	151
UniRef90_A0A5B9MKX9	418	N_ext	1	117	117
UniRef90_UPI0035D4DDBE	415	N_ext	1	124	124
UniRef90_A0A150M4F4	414	N_ext	1	122	122
UniRef90_UPI0036612F34	412	N_ext	1	31	31
UniRef90_A0A5C6ABK9	410	N_ext	1	81	81
UniRef90_A0ABW1KH54	410	N_ext	1	119	119
UniRef90_K6Q0I5	407	N_ext	1	43	43
UniRef90_A0A0B7MPV0	404	N_ext	1	95	95
UniRef90_A0A5C5YYH2	404	N_ext	1	104	104
UniRef90_A0A6I3SAP3	337	N_ext	1	48	48
UniRef90_UPI00036263BE	390	N_ext	1	80	80
UniRef90_A0A5C5WUD4	392	N_ext	1	95	95
UniRef90_UPI003437E185	391	N_ext	1	83	83
UniRef90_A0A517Y9D1	383	N_ext	1	100	100
UniRef90_A0A517PAF6	388	N_ext	1	101	101
UniRef90_A0A6G7PVE3	388	N_ext	1	47	47
UniRef90_UPI00197B8255	388	N_ext	1	103	103
UniRef90_A0A1N7L9M7	386	N_ext	1	26	26
UniRef90_S7T8Z1	385	N_ext	1	41	41
UniRef90_A0A5C6C8P2	385	N_ext	1	85	85
UniRef90_E6QHH0	385	N_ext	1	88	88
UniRef90_Q8Y6T2	361	N_ext	1	76	76
UniRef90_B1C3I0	338	N_ext	1	46	46
UniRef90_UPI0025E6992D	384	N_ext	1	99	99
UniRef90_A7NNN3	383	N_ext	1	87	87
UniRef90_A0A017TFB1	382	N_ext	1	80	80
UniRef90_A0A0M9BM55	360	N_ext	1	76	76
UniRef90_UPI003FA1F92D	381	N_ext	1	124	124
UniRef90_UPI000AE5A373	381	N_ext	1	111	111
UniRef90_Q04VK0	380	N_ext	1	63	63
UniRef90_A0A8J7LYR2	339	N_ext	1	43	43
UniRef90_Q9WYH8	338	N_ext	1	47	47
UniRef90_A0ABP6LC55	379	N_ext	1	76	76
UniRef90_A0A367R4N0	378	N_ext	1	91	91
UniRef90_A0A1G2G5S1	378	N_ext	1	61	61
UniRef90_A0A8J8SDG8	338	N_ext	1	43	43
UniRef90_A0A9X3IXZ8	377	N_ext	1	62	62
UniRef90_A0A942TDW4	377	N_ext	1	91	91
UniRef90_A0A5C5X839	377	N_ext	1	75	75
UniRef90_UPI000E2EE991	377	N_ext	1	55	55
UniRef90_A0A379DXQ3	376	N_ext	1	27	27
UniRef90_A0A1Y6BLP2	375	N_ext	1	80	80
UniRef90_A0A660KYX1	375	N_ext	1	89	89
UniRef90_A0A3S0L3M9	373	N_ext	1	87	87
UniRef90_UPI000935AA4D	373	N_ext	1	91	91
UniRef90_UPI0024409472	373	N_ext	1	44	44
UniRef90_A0A1I2RDB5	372	N_ext	1	77	77
UniRef90_Q2LUE1	372	N_ext	1	80	80
UniRef90_UPI002E07E88A	372	N_ext	1	80	80
UniRef90_A0A517LZX0	352	N_ext	1	89	89
UniRef90_E1IBC8	371	N_ext	1	85	85
UniRef90_A0A2N6JY51	371	N_ext	1	87	87
UniRef90_A0A7D4CH25	371	N_ext	1	73	73
UniRef90_UPI00313474BB	371	N_ext	1	50	50
UniRef90_A0A2A2F7B8	370	N_ext	1	91	91
UniRef90_A0ABQ3JV19	370	N_ext	1	87	87
UniRef90_A0A381VBK4	369	N_ext	1	91	91
UniRef90_A0A1G6GHJ4	370	N_ext	1	81	81
UniRef90_A0A2S9YYR5	370	N_ext	1	90	90
UniRef90_UPI000B95181F	370	N_ext	1	85	85
UniRef90_UPI003303C02A	370	N_ext	1	90	90
UniRef90_A0A169ZG17	360	N_ext	1	67	67
UniRef90_UPI00064DE5D2	370	N_ext	1	66	66
UniRef90_A0ABR8GU40	369	N_ext	1	81	81
UniRef90_A0A927CGB8	369	N_ext	1	67	67
UniRef90_A0A951PZG7	369	N_ext	1	92	92
UniRef90_A0ABQ4NFQ8	369	N_ext	1	83	83
UniRef90_E6LFX1	369	N_ext	1	70	70
UniRef90_A0A2R6Y1J1	369	N_ext	1	85	85
UniRef90_A0A380G7W8	369	N_ext	1	85	85
UniRef90_UPI0032AF58F6	369	N_ext	1	94	94
UniRef90_UPI001382342B	369	N_ext	1	48	48
UniRef90_A0A6B3NIE5	368	N_ext	1	67	67
UniRef90_A0A2S6GD33	368	N_ext	1	33	33
UniRef90_A0A5C5XBM8	368	N_ext	1	70	70
UniRef90_A0A1B3XTE5	368	N_ext	1	83	83
UniRef90_A0A7W7HWE3	368	N_ext	1	52	52
UniRef90_A0A2T4ZDJ5	368	N_ext	1	80	80
UniRef90_A0A5R9FDY1	368	N_ext	1	107	107
UniRef90_A0A927C0M2	368	N_ext	1	53	53
UniRef90_A0A7Y9E5G8	368	N_ext	1	74	74
UniRef90_A0A5B2WJ07	368	N_ext	1	67	67
UniRef90_UPI001DD16AAF	368	N_ext	1	91	91
UniRef90_A0A4R4B3J8	366	N_ext	1	63	63
UniRef90_A0A6B1G509	367	N_ext	1	43	43
UniRef90_A0A972W0I6	367	N_ext	1	82	82
UniRef90_A0A8J7HBA5	367	N_ext	1	90	90
UniRef90_A0A518CYR5	367	N_ext	1	74	74
UniRef90_A0A3S0XVG7	367	N_ext	1	91	91
UniRef90_A0A2T0PZN0	367	N_ext	1	58	58
UniRef90_A0ABQ3V634	367	N_ext	1	89	89
UniRef90_A0A841SYI2	367	N_ext	1	79	79
UniRef90_A0A1H3C1W3	367	N_ext	1	78	78
UniRef90_A0A941AP13	367	N_ext	1	77	77
UniRef90_A0A8J2VDX4	367	N_ext	1	75	75
UniRef90_A0A402AVQ8	367	N_ext	1	45	45
UniRef90_UPI00313584E6	367	N_ext	1	48	48
UniRef90_A0A8J3ABX6	356	N_ext	1	71	71
UniRef90_A0A1H3RSJ8	366	N_ext	1	67	67
UniRef90_UPI002FFB46E1	367	N_ext	1	91	91
UniRef90_UPI0039C62672	367	N_ext	1	87	87
UniRef90_UPI0026143DAA	367	N_ext	1	87	87
UniRef90_UPI002FD1C896	367	N_ext	1	90	90
UniRef90_A0A6B3N837	366	N_ext	1	92	92
UniRef90_A0A0C1R6X1	366	N_ext	1	90	90
UniRef90_K9XP63	366	N_ext	1	86	86
UniRef90_A0A514LH85	366	N_ext	1	78	78
UniRef90_D7CQR9	366	N_ext	1	77	77
UniRef90_A0A7W2A7I4	366	N_ext	1	78	78
UniRef90_A0A8J7F3U9	366	N_ext	1	84	84
UniRef90_D5WUG9	365	N_ext	1	74	74
UniRef90_T2GEM1	366	N_ext	1	112	112
UniRef90_A0A6L9QHK6	366	N_ext	1	51	51
UniRef90_A0AAP5M8N0	366	N_ext	1	92	92
UniRef90_UPI00047F32C7	366	N_ext	1	86	86
UniRef90_UPI001ADCAA7B	366	N_ext	1	67	67
UniRef90_UPI0004200518	366	N_ext	1	79	79
UniRef90_UPI001FE533E7	366	N_ext	1	110	110
UniRef90_UPI00145F5E13	366	N_ext	1	91	91
UniRef90_UPI00040D1F91	366	N_ext	1	76	76
UniRef90_UPI001EDDF8F4	366	N_ext	1	91	91
UniRef90_UPI0018F62A81	366	N_ext	1	61	61
UniRef90_UPI003CFF1B56	366	N_ext	1	79	79
UniRef90_C0ZHL9	365	N_ext	1	81	81
UniRef90_A0A1G6KV83	365	N_ext	1	75	75
UniRef90_A0A366Y236	365	N_ext	1	83	83
UniRef90_A0A3N6PIG5	365	N_ext	1	92	92
UniRef90_A0A8J4H6Q5	365	N_ext	1	43	43
UniRef90_A0ABY4CM41	365	N_ext	1	76	76
UniRef90_A0A7I8DE42	365	N_ext	1	76	76
UniRef90_A0A1Y3PUK4	365	N_ext	1	83	83
UniRef90_A0A060LVN7	363	N_ext	1	75	75
UniRef90_A0ABW7SKV6	365	N_ext	1	81	81
UniRef90_F5L886	365	N_ext	1	82	82
UniRef90_A0A2A2TFN8	365	N_ext	1	81	81
UniRef90_UPI0036D2F51C	365	N_ext	1	68	68
UniRef90_UPI0004785478	365	N_ext	1	59	59
UniRef90_A0A856MC08	364	N_ext	1	92	92
UniRef90_UPI0012E8409D	365	N_ext	1	65	65
UniRef90_A0A4R8SGJ0	364	N_ext	1	82	82
UniRef90_A0A0V7ZDG6	364	N_ext	1	90	90
UniRef90_A0A139X018	364	N_ext	1	91	91
UniRef90_A0A5C7FCA8	364	N_ext	1	79	79
UniRef90_A0ABU5CHM7	364	N_ext	1	79	79
UniRef90_A0A075LMG7	364	N_ext	1	79	79
UniRef90_A0A1I0R925	364	N_ext	1	97	97
UniRef90_A0A5C8NHK2	364	N_ext	1	78	78
UniRef90_A0A318S3G6	364	N_ext	1	82	82
UniRef90_A0A2V5K300	364	N_ext	1	74	74
UniRef90_A0A1W1VHW7	364	N_ext	1	73	73
UniRef90_A0A9X2ABX6	364	N_ext	1	76	76
UniRef90_UPI003D7E94AC	364	N_ext	1	66	66
UniRef90_A0A171DIP1	363	N_ext	1	42	42
UniRef90_UPI003D338898	364	N_ext	1	76	76
UniRef90_UPI00260FB840	364	N_ext	1	52	52
UniRef90_UPI000A838EB0	364	N_ext	1	80	80
UniRef90_UPI002625DB57	364	N_ext	1	44	44
UniRef90_UPI00384AA631	364	N_ext	1	91	91
UniRef90_UPI0012DAAE2C	364	N_ext	1	91	91
UniRef90_UPI00325FF5F2	364	N_ext	1	66	66
