seq_id	seq_len	module	from	to	module_len
UniRef90_A0A5A8C020	543	alpha2beta3_insert	267	286	20
UniRef90_A0A7J7NTN5	543	alpha2beta3_insert	444	455	12
UniRef90_A0ACC2WK13	542	alpha2beta3_insert	209	232	24
UniRef90_A0A0C3BI16	538	alpha2beta3_insert	207	281	75
UniRef90_G4TH58	537	alpha2beta3_insert	218	295	78
UniRef90_UPI0019054B4E	533	alpha2beta3_insert	188	277	90
UniRef90_T2DMV4	532	alpha2beta3_insert	245	287	43
UniRef90_W9XWV4	531	alpha2beta3_insert	412	431	20
UniRef90_A0AAD2K0I0	530	alpha2beta3_insert	233	256	24
UniRef90_UPI000440E9A3	530	alpha2beta3_insert	215	235	21
UniRef90_A0A409XZ44	524	alpha2beta3_insert	147	194	48
UniRef90_UPI00044165B1	524	alpha2beta3_insert	216	223	8
UniRef90_A0ABR3EVN9	523	alpha2beta3_insert	212	232	21
UniRef90_UPI003CCCB979	521	alpha2beta3_insert	125	154	30
UniRef90_A0A165R3E9	519	alpha2beta3_insert	206	228	23
UniRef90_Q0CLZ8	519	alpha2beta3_insert	123	166	44
UniRef90_A0A067S8N4	519	alpha2beta3_insert	201	221	21
UniRef90_A0AAD4IVC2	475	alpha2beta3_insert	281	287	7
UniRef90_A0A3R8MY39	518	alpha2beta3_insert	290	311	22
UniRef90_A0A1Y2D7T3	517	alpha2beta3_insert	209	216	8
UniRef90_A0A0V0QFR7	517	alpha2beta3_insert	197	207	11
UniRef90_A0A0L6UE98	515	alpha2beta3_insert	277	305	29
UniRef90_A0A438ET71	515	alpha2beta3_insert	137	148	12
UniRef90_A0ACB8QTJ2	514	alpha2beta3_insert	212	219	8
UniRef90_A0ACB6ZXB6	514	alpha2beta3_insert	217	248	32
UniRef90_A0A5C3QJM4	514	alpha2beta3_insert	204	215	12
UniRef90_F8QCQ3	514	alpha2beta3_insert	199	257	59
UniRef90_A0A2J7YWG0	514	alpha2beta3_insert	199	205	7
UniRef90_A0A8H6HHF1	513	alpha2beta3_insert	200	240	41
UniRef90_A0A9P5JZ51	513	alpha2beta3_insert	203	228	26
UniRef90_A0A4Y7PRQ0	513	alpha2beta3_insert	212	229	18
UniRef90_A0A0C9ZK14	491	alpha2beta3_insert	206	222	17
UniRef90_A0ABP1D563	511	alpha2beta3_insert	198	221	24
UniRef90_A0ABR2ZEP2	511	alpha2beta3_insert	181	209	29
UniRef90_A0A319C053	506	alpha2beta3_insert	267	271	5
UniRef90_A0A165HRD5	509	alpha2beta3_insert	197	242	46
UniRef90_A0A067PBI3	509	alpha2beta3_insert	206	256	51
UniRef90_A0A286UK66	509	alpha2beta3_insert	207	223	17
UniRef90_T4ZZH6	408	alpha2beta3_insert	173	180	8
UniRef90_A0A4S8LY25	508	alpha2beta3_insert	198	222	25
UniRef90_A0A0C9T570	508	alpha2beta3_insert	202	233	32
UniRef90_A0A9P8AFS2	506	alpha2beta3_insert	212	241	30
UniRef90_A0A1Q3ETF0	505	alpha2beta3_insert	199	221	23
UniRef90_A0A369K3T2	504	alpha2beta3_insert	199	227	29
UniRef90_A0A0H2RH83	504	alpha2beta3_insert	213	235	23
UniRef90_K5XN12	503	alpha2beta3_insert	197	221	25
UniRef90_A0ACB8TW08	503	alpha2beta3_insert	205	217	13
UniRef90_A0A1J8QJB7	461	alpha2beta3_insert	218	265	48
UniRef90_M7Z6H5	501	alpha2beta3_insert	238	332	95
UniRef90_T0QYK6	500	alpha2beta3_insert	170	177	8
UniRef90_A0A9P6E3F5	499	alpha2beta3_insert	205	220	16
UniRef90_A0A0D7AI62	499	alpha2beta3_insert	205	223	19
UniRef90_A0A5C3MXH9	499	alpha2beta3_insert	200	250	51
UniRef90_A0ACD3AFY2	497	alpha2beta3_insert	208	236	29
UniRef90_A0A9P7VEN9	495	alpha2beta3_insert	195	213	19
UniRef90_R7SEL7	493	alpha2beta3_insert	203	228	26
UniRef90_A0A164XJH6	492	alpha2beta3_insert	200	220	21
UniRef90_UPI0022517EEB	492	alpha2beta3_insert	237	249	13
UniRef90_A0A409Y9Z4	491	alpha2beta3_insert	177	191	15
UniRef90_A0A165ISS4	491	alpha2beta3_insert	199	223	25
UniRef90_A0A0D0DPS4	491	alpha2beta3_insert	208	224	17
UniRef90_A0A0C2SLL4	489	alpha2beta3_insert	194	206	13
UniRef90_A0A380Q5B0	488	alpha2beta3_insert	215	223	9
UniRef90_A0A9P8L2M8	487	alpha2beta3_insert	108	119	12
UniRef90_A0A100JT89	473	alpha2beta3_insert	223	237	15
UniRef90_A0A2H3CK59	483	alpha2beta3_insert	196	220	25
UniRef90_A0AA97LVP8	483	alpha2beta3_insert	202	209	8
UniRef90_UPI001489A666	482	alpha2beta3_insert	204	209	6
UniRef90_D4ANV0	478	alpha2beta3_insert	79	122	44
UniRef90_A0A6A4KY39	474	alpha2beta3_insert	251	294	44
UniRef90_UPI0009FCEB9F	474	alpha2beta3_insert	215	231	17
UniRef90_UPI002547F633	473	alpha2beta3_insert	109	128	20
UniRef90_V6KRY5	472	alpha2beta3_insert	222	226	5
UniRef90_UPI00379A1572	472	alpha2beta3_insert	203	207	5
UniRef90_UPI0016604BC9	471	alpha2beta3_insert	194	201	8
UniRef90_A0A0G4LF01	465	alpha2beta3_insert	155	182	28
UniRef90_A0A4S8K4B7	470	alpha2beta3_insert	210	282	73
UniRef90_UPI003DA476A0	469	alpha2beta3_insert	210	217	8
UniRef90_A0ACC6PTU0	467	alpha2beta3_insert	194	217	24
UniRef90_UPI000E2891D5	467	alpha2beta3_insert	203	228	26
UniRef90_UPI0027B915FB	467	alpha2beta3_insert	364	373	10
UniRef90_UPI00068D4425	467	alpha2beta3_insert	199	204	6
UniRef90_UPI00364FD9F0	466	alpha2beta3_insert	195	218	24
UniRef90_A0A6C0K4M0	465	alpha2beta3_insert	198	207	10
UniRef90_UPI0034211BC9	465	alpha2beta3_insert	196	202	7
UniRef90_UPI00343C38F7	464	alpha2beta3_insert	193	221	29
UniRef90_UPI003B4386F6	464	alpha2beta3_insert	206	220	15
UniRef90_A0ABP7EVY6	463	alpha2beta3_insert	207	221	15
UniRef90_UPI0033AC9C70	463	alpha2beta3_insert	208	219	12
UniRef90_A0A9W8K125	461	alpha2beta3_insert	148	163	16
UniRef90_A0ABV8TEI7	460	alpha2beta3_insert	199	215	17
UniRef90_K2JI29	459	alpha2beta3_insert	191	196	6
UniRef90_A0A286GF17	460	alpha2beta3_insert	193	198	6
UniRef90_A0A345HY49	460	alpha2beta3_insert	198	220	23
UniRef90_UPI0033CB16C5	460	alpha2beta3_insert	201	205	5
UniRef90_A0ABT0VRH5	459	alpha2beta3_insert	205	217	13
UniRef90_A0ABV2UTI0	457	alpha2beta3_insert	209	225	17
UniRef90_A0ABQ5CN58	456	alpha2beta3_insert	274	283	10
UniRef90_A0ABQ5Q8X3	455	alpha2beta3_insert	201	205	5
UniRef90_C7QGM5	454	alpha2beta3_insert	201	205	5
UniRef90_UPI00224E6899	454	alpha2beta3_insert	209	241	33
UniRef90_A0ABT8SIT3	453	alpha2beta3_insert	192	196	5
UniRef90_UPI001BDCD927	453	alpha2beta3_insert	198	202	5
UniRef90_UPI000CA0A59D	453	alpha2beta3_insert	199	208	10
UniRef90_A0A7W7CH09	452	alpha2beta3_insert	196	213	18
UniRef90_UPI0033A7B9DB	452	alpha2beta3_insert	200	209	10
UniRef90_A0A7S0BG52	397	alpha2beta3_insert	141	152	12
UniRef90_A0AAD5DT97	451	alpha2beta3_insert	256	291	36
UniRef90_UPI0025468A5F	451	alpha2beta3_insert	118	187	70
UniRef90_A0A3G9IH16	450	alpha2beta3_insert	198	202	5
UniRef90_A0ABU2NLM9	444	alpha2beta3_insert	146	185	40
UniRef90_UPI003723B3C2	448	alpha2beta3_insert	195	203	9
UniRef90_A0A1L6MZH5	431	alpha2beta3_insert	175	189	15
UniRef90_A0A1M6M7K1	446	alpha2beta3_insert	191	195	5
UniRef90_UPI002609EC07	444	alpha2beta3_insert	182	190	9
UniRef90_UPI00331C528B	444	alpha2beta3_insert	191	197	7
UniRef90_F8ESX7	442	alpha2beta3_insert	190	202	13
UniRef90_A0ACC1NZQ2	439	alpha2beta3_insert	258	263	6
UniRef90_A0AAD5V9R5	426	alpha2beta3_insert	186	223	38
UniRef90_A0A6A2XM19	402	alpha2beta3_insert	290	298	9
UniRef90_A0A8H3GN75	1400	alpha2beta3_insert	1091	1114	24
UniRef90_A0A8H3GUC2	1285	alpha2beta3_insert	958	996	39
UniRef90_A0AAV5GFM2	1237	alpha2beta3_insert	564	568	5
UniRef90_A0ABP0MNU8	1013	alpha2beta3_insert	390	757	368
UniRef90_A0ABD1VIF5	964	alpha2beta3_insert	531	541	11
UniRef90_UPI00316D298C	910	alpha2beta3_insert	599	604	6
UniRef90_A0A2U1NGN5	808	alpha2beta3_insert	348	353	6
UniRef90_A0A7S4DIG3	805	alpha2beta3_insert	194	212	19
UniRef90_A0A0W0G3T9	775	alpha2beta3_insert	204	217	14
UniRef90_A0A5N5QPS0	763	alpha2beta3_insert	240	261	22
UniRef90_A0ABR2MRX7	727	alpha2beta3_insert	600	625	26
UniRef90_A0A1C7M1R7	723	alpha2beta3_insert	206	223	18
UniRef90_UPI0037BD7351	699	alpha2beta3_insert	419	458	40
UniRef90_A0A438KPW9	683	alpha2beta3_insert	379	408	30
UniRef90_A0A6H9Z9H8	662	alpha2beta3_insert	383	410	28
UniRef90_UPI00398F0D00	657	alpha2beta3_insert	385	390	6
UniRef90_A0ACD0NLX1	640	alpha2beta3_insert	355	401	47
UniRef90_A0A8H5D7H2	628	alpha2beta3_insert	199	302	104
UniRef90_A0A1D3D6Z0	628	alpha2beta3_insert	372	409	38
UniRef90_V4ZCP3	615	alpha2beta3_insert	294	364	71
UniRef90_A0A2A9M787	613	alpha2beta3_insert	307	368	62
UniRef90_A0A8H5LSG5	607	alpha2beta3_insert	331	435	105
